animeID,studio
1930,Toei Animation
1931,Toei Animation
1932,Toei Animation
1933,feel.
1933,Zexcs
1935,Artland
1935,AIC
1935,Artmic
1936,Studio Deen
1937,Arms
1940,AIC
1942,Mook DLE
1943,Madhouse
1944,AIC
1947,Zexcs
1949,Ishikawa Pro
1951,Madhouse
1952,Madhouse
1953,Sunrise
1954,TMS Entertainment
1955,Studio 4°C
1956,Arms
1960,TMS Entertainment
1961,Group TAC
1962,Group TAC
1965,Nomad
1966,Ajia-Do
1967,Sunrise
1968,Sunrise
1969,Sunrise
1972,Studio Gallop
1972,TMS Entertainment
1974,Tokyo Movie Shinsha
1977,Studio 4°C
1978,Studio 4°C
1979,Studio 4°C
1981,Ajia-Do
1981,Studio Deen
1982,Mushi Production
1985,Toei Animation
1986,Toei Animation
1990,J.C.Staff
1991,Production Reed
1996,Studio Deen
1998,Studio 4°C
2000,APPP
2001,Gainax
2002,Xebec
2003,J.C.Staff
2004,Madhouse
2006,Toei Animation
2008,Madhouse
2009,Madhouse
2010,Studio Deen
2011,Studio Deen
2012,Toei Animation
2013,Studio Deen
2014,Studio Deen
2015,Ajia-Do
2016,Studio Pierrot
2017,Madhouse
2018,Studio Pierrot
2019,Madhouse
2020,Toei Animation
2022,J.C.Staff
2023,Production I.G
2025,Bones
2026,SynergySP
2028,Sunrise
2030,Bee Train
2031,Studio Deen
2032,Production I.G
2034,Toei Animation
2035,Ajia-Do
2036,Nippon Animation
2037,Studio Gallop
2038,Studio Pierrot
2039,Studio Pierrot
2040,Production Reed
2041,Nippon Animation
2042,Sunrise
2043,Tokyo Movie Shinsha
2044,Studio Pierrot
2045,Studio Pierrot
2046,Studio Pierrot
2047,Mushi Production
2048,Sunrise
2049,animate Film
2050,Gainax
2051,Tatsunoko Production
2055,Toei Animation
2056,Studio Pierrot
2057,Gainax
2057,Studio 4°C
2058,Big Bang
2059,Production I.G
2060,AIC
2060,Artmic
2060,animate Film
2061,AIC
2061,Artmic
2061,animate Film
2062,AIC
2062,Artmic
2062,animate Film
2063,AIC
2063,Artmic
2063,animate Film
2064,AIC
2065,AIC
2066,AIC
2067,Xebec
2068,AIC
2068,Studio Kyuuma
2069,J.C.Staff
2072,Studio OX
2075,Eiken
2076,Toei Animation
2077,Toei Animation
2079,AIC
2079,Studio Hakk
2080,Studio Pierrot
2081,OLM
2083,Madhouse
2084,Production Reed
2085,Production Reed
2086,Production Reed
2087,Production Reed
2089,Artland
2090,J.C.Staff
2091,Madhouse
2092,Madhouse
2093,Madhouse
2095,Studio Pierrot
2098,Studio Pierrot
2099,AIC
2100,AIC
2101,Madhouse
2102,AIC
2103,Studio Gallop
2104,Gonzo
2105,Studio Deen
2106,Satelight
2108,Xebec
2110,Xebec
2111,Xebec
2112,Xebec
2113,Tatsunoko Production
2114,Tatsunoko Production
2116,Tsuchida Productions
2117,Nippon Animation
2123,Toei Animation
2124,Sunrise
2125,Studio Pierrot
2126,Studio Pierrot
2127,Sunrise
2128,Sunrise
2129,P.A. Works
2130,Madhouse
2131,Hal Film Maker
2132,Seven Arcs
2142,Studio Pierrot
2143,Studio Pierrot
2144,Studio Pierrot
2146,SOEISHINSHA
2150,Telescreen BV
2151,Studio Pierrot
2152,Madhouse
2154,Studio 4°C
2155,Artland
2156,TMS Entertainment
2157,Actas
2158,Tokyo Kids
2158,Minami Machi Bugyousho
2161,Bones
2162,Picture Magic
2163,Studio Fantasia
2164,Madhouse
2165,Toei Animation
2166,Remic
2167,Kyoto Animation
2170,Satelight
2171,TMS Entertainment
2174,Toei Animation
2175,Shaft
2176,Gonzo
2176,Asread
2178,Madhouse
2179,Studio Pierrot
2182,APPP
2183,Rikuentai
2193,Madhouse
2199,Sunrise
2199,Sanrio
2200,Sunrise
2201,OLM
2202,Toei Animation
2204,TMS Entertainment
2207,Nippon Animation
2212,Gonzo
2213,Tezuka Productions
2214,Tezuka Productions
2215,"""Brains Base"""
2217,Production Reed
2219,AIC
2220,AIC
2221,Toei Animation
2222,Toei Animation
2223,Toei Animation
2224,Tatsunoko Production
2225,Nippon Animation
2226,Nippon Animation
2226,Shaft
2227,Toei Animation
2229,Toei Animation
2230,Toei Animation
2235,Studio Rikka
2236,Madhouse
2237,Nomad
2244,TNK
2245,Sunrise
2246,Toei Animation
2248,Studio Pierrot
2249,Toei Animation
2251,"""Brains Base"""
2252,Toei Animation
2253,Toei Animation
2254,Sunrise
2255,Production Reed
2256,Production Reed
2257,Sunrise
2258,Sunrise
2259,Studio Comet
2260,Studio Fantasia
2262,Phoenix Entertainment
2263,Studio Pierrot
2264,Tezuka Productions
2265,Toei Animation
2267,Gonzo
2268,Toei Animation
2269,Sunrise
2272,Production Reed
2273,Sunrise
2274,animate Film
2277,AIC
2278,AIC
2279,Toei Animation
2282,Tezuka Productions
2284,Studio Gallop
2285,Xebec
2288,Production Reed
2289,Production I.G
2292,AIC
2292,Darts
2293,Production Reed
2298,Sunrise
2302,Sunrise
2303,Sunrise
2306,Sunrise
2307,Studio Hibari
2308,A.C.G.T.
2309,TMS Entertainment
2310,Studio Deen
2311,Toei Animation
2313,Visual 80
2314,Urban Product
2319,Sunrise
2321,Phoenix Entertainment
2330,Trans Arts
2331,TMS Entertainment
2332,animate Film
2333,Studio Gallop
2334,Studio Gallop
2337,Palm Studio
2346,AIC
2355,Oh! Production
2356,Studio Live
2361,Studio Pierrot
2363,OLM
2364,J.C.Staff
2366,J.C.Staff
2367,Actas
2369,Zexcs
2382,Trans Arts
2383,Telecom Animation Film
2385,Toei Animation
2386,Toei Animation
2387,Studio Deen
2388,Production I.G
2389,Tatsunoko Production
2390,Studio Sign
2391,Sunrise
2392,Shin-Ei Animation
2393,Shin-Ei Animation
2397,Toei Animation
2398,Toei Animation
2399,TMS Entertainment
2400,Toei Animation
2402,Mushi Production
2403,Diomedea
2404,Xebec
2405,Toei Animation
2406,Eiken
2407,Sunrise
2408,Sunrise
2409,Trans Arts
2414,Studio Core
2415,Nippon Animation
2416,Nippon Animation
2418,Bones
2419,Ajia-Do
2420,Ajia-Do
2421,Toei Animation
2422,Studio Gallop
2423,Magic Bus
2427,Madhouse
2429,Madhouse
2448,Production I.G
2449,Production I.G
2450,Shin-Ei Animation
2451,Tokyo Movie Shinsha
2452,TMS Entertainment
2453,J.C.Staff
2454,Studio Pierrot
2457,Xebec
2458,Studio Pierrot
2459,Asread
2462,J.C.Staff
2463,Toei Animation
2464,Studio Hibari
2465,Ashi Production
2466,AIC
2471,Shin-Ei Animation
2472,Studio Pierrot
2473,J.C.Staff
2475,Arcturus
2476,TNK
2484,Sunrise
2488,Studio Ghibli
2489,Studio Comet
2490,Toei Animation
2492,Group TAC
2495,Madhouse
2497,Toei Animation
2499,Toei Animation
2500,Madhouse
2501,Nippon Animation
2503,Nippon Animation
2508,Arms
2510,Production Reed
2511,Production Reed
2512,TMS Entertainment
2513,TMS Entertainment
2514,TMS Entertainment
2515,TMS Entertainment
2516,Sunrise
2518,Artland
2520,Toei Animation
2538,Triple X
2542,Tokyo Movie Shinsha
2543,Tatsunoko Production
2544,Nippon Animation
2545,Group TAC
2546,Nippon Animation
2547,Nippon Animation
2548,Nippon Animation
2549,Nippon Animation
2552,Group TAC
2553,Nippon Animation
2554,Nippon Animation
2555,Nippon Animation
2557,Nippon Animation
2558,Nippon Animation
2559,Nippon Animation
2560,Toei Animation
2561,Toei Animation
2562,Studio Deen
2563,Hal Film Maker
2564,Studio Deen
2565,Mushi Production
2567,Nippon Animation
2569,Nippon Animation
2570,TMS Entertainment
2571,Nippon Animation
2572,Nippon Animation
2573,Nippon Animation
2574,Tatsunoko Production
2576,Nippon Animation
2577,Nippon Animation
2579,Nippon Animation
2580,Shaft
2581,Sunrise
2582,Sunrise
2583,Sunrise
2584,Sunrise
2586,Sunrise
2589,Gonzo
2593,ufotable
2594,Madhouse
2595,feel.
2596,Production I.G
2597,TMS Entertainment
2598,Sunrise
2599,Sunrise
2600,Sunrise
2601,Sunrise
2602,Artland
2603,Zexcs
2604,J.C.Staff
2605,Shaft
2606,Toei Animation
2608,A.C.G.T.
2611,Tokyo Movie Shinsha
2612,Studio Pierrot
2613,Nippon Animation
2614,Nippon Animation
2615,feel.
2616,Studio Ghibli
2617,Studio Ghibli
2618,Madhouse
2618,TMS Entertainment
2619,Bee Train
2619,Cookie Jar Entertainment
2621,Madhouse
2621,Toei Animation
2622,Magic Bus
2623,Nippon Animation
2624,TMS Entertainment
2625,Shin-Ei Animation
2626,Shin-Ei Animation
2628,Shin-Ei Animation
2631,Shin-Ei Animation
2633,Shin-Ei Animation
2645,Shin-Ei Animation
2648,Shin-Ei Animation
2650,Shin-Ei Animation
2652,Shin-Ei Animation
2656,Shin-Ei Animation
2657,Shin-Ei Animation
2658,Shin-Ei Animation
2662,Shin-Ei Animation
2664,Shin-Ei Animation
2673,Shin-Ei Animation
2674,Shin-Ei Animation
2680,Toei Animation
2683,AIC Spirits
2684,TMS Entertainment
2685,Production I.G
2686,Eiken
2687,Mushi Production
2688,Production I.G
2689,Production I.G
2693,J.C.Staff
2694,Madhouse
2695,Sunrise
2696,Sunrise
2697,Studio Pierrot
2699,Genco
2699,Triangle Staff
2700,Xebec
2700,Genco
2700,Triangle Staff
2702,Xebec
2703,Xebec
2704,Xebec
2705,Production I.G
2705,Xebec
2706,Xebec
2707,Ajia-Do
2708,Ajia-Do
2708,TMS Entertainment
2709,Xebec
2710,Ajia-Do
2712,Ajia-Do
2713,Xebec
2715,Studio Hibari
2716,Studio Deen
2719,Madhouse
2722,Sunrise
2724,Gainax
2725,AIC
2727,Madhouse
2728,OLM
2729,Madhouse
2730,J.C.Staff
2731,Sunrise
2733,Production I.G
2734,"""Brains Base"""
2735,Sunrise
2735,Dongwoo A&E
2736,OLM
2737,OLM
2738,OLM
2739,OLM
2740,OLM
2741,OLM
2742,OLM
2743,Sunrise
2744,J.C.Staff
2746,Oxybot
2747,Mushi Production
2748,Tatsunoko Production
2749,Nippon Animation
2750,Nippon Animation
2751,Nippon Animation
2752,M.S.C
2753,Mushi Production
2754,J.C.Staff
2756,Sunwoo Entertainment
2757,Shaft
2758,Sunrise
2759,Khara
2760,Sunrise
2761,Sunrise
2762,Group TAC
2765,Shochiku Animation Institute
2766,Madhouse
2767,Studio Ghibli
2768,Madhouse
2769,Madhouse
2770,Madhouse
2771,Studio Kyuuma
2771,Studio Kikan
2771,Azeta Pictures
2772,Studio Flag
2775,Artmic
2779,Artland
2780,J.C.Staff
2781,Triangle Staff
2782,Studio Fantasia
2784,OLM
2785,Madhouse
2785,Studio Fantasia
2786,Radix
2787,J.C.Staff
2789,Nippon Animation
2792,Production I.G
2795,Gonzo
2799,Toei Animation
2802,Toei Animation
2803,Sunrise
2804,Production Reed
2804,Asahi Production
2808,Xebec
2809,Tatsunoko Production
2811,Toei Animation
2813,Telescreen BV
2814,Telescreen BV
2815,Telescreen BV
2816,Sunrise
2816,Toei Animation
2817,Tatsunoko Production
2818,Sunrise
2820,Tatsunoko Production
2820,Production Reed
2820,Asahi Production
2822,Telescreen BV
2823,Topcraft
2824,Studio Pierrot
2825,Nippon Animation
2826,Panmedia
2826,Meruhensha
2827,Toei Animation
2828,Madhouse
2828,TMS Entertainment
2829,Nippon Animation
2830,Toei Animation
2832,Gonzo
2832,Gainax
2832,Production I.G
2832,Madhouse
2832,Studio 4°C
2832,Satelight
2832,CoMix Wave Films
2833,Toei Animation
2834,Japan Taps
2835,Toei Animation
2836,Nippon Animation
2837,J.C.Staff
2839,J.C.Staff
2842,OLM
2847,OLM
2848,Shin-Ei Animation
2851,Studio Pierrot
2881,Sunrise
2882,Tatsunoko Production
2889,Studio Pierrot
2890,Studio Ghibli
2891,Studio Ghibli
2892,Tatsunoko Production
2895,Studio Ghibli
2897,Studio Ghibli
2899,Studio Deen
2901,Studio Gallop
2903,Toei Animation
2904,Sunrise
2907,Studio Bogey
2911,TNK
2912,TMS Entertainment
2913,Nippon Animation
2915,Tama Production
2916,Sunrise
2920,Mushi Production
2921,Tokyo Movie Shinsha
2922,Tokyo Movie Shinsha
2923,Satelight
2924,Shaft
2926,Doga Kobo
2927,J.C.Staff
2928,Bee Train
2929,Studio Hibari
2930,Production I.G
2931,Madhouse
2931,Tezuka Productions
2933,Tatsunoko Production
2937,Toei Animation
2938,Production Reed
2942,Hal Film Maker
2947,Toei Animation
2948,Toei Animation
2950,OLM
2951,Sunrise
2952,Square Enix
2954,Studio Deen
2961,Toei Animation
2962,Toei Animation
2963,Daume
2964,Gonzo
2965,Studio Deen
2966,Imagin
2967,Zexcs
2969,Digital Frontier
2971,Studio Deen
2973,Studio Pierrot
2978,"""Brains Base"""
2980,Toei Animation
2983,animate Film
2985,Madhouse
2986,AIC A.S.T.A.
2987,Sunrise
2993,Gonzo
2994,Madhouse
2997,Madhouse
2999,Madhouse
3000,Studio Deen
3001,Telecom Animation Film
3001,Shirogumi
3002,Madhouse
3003,Production I.G
3004,Madhouse
3005,Zero-G Room
3006,Shin-Ei Animation
3007,Madhouse
3008,Tatsunoko Production
3009,Toei Animation
3010,Ashi Production
3011,Hal Film Maker
3012,Sunrise
3014,Artland
3014,Madhouse
3015,Magic Bus
3016,Magic Bus
3019,TMS Entertainment
3020,Toei Animation
3021,Toei Animation
3022,Toei Animation
3023,Shin-Ei Animation
3024,Mushi Production
3026,Studio Fantasia
3027,TMS Entertainment
3031,Toei Animation
3032,Toei Animation
3033,Toei Animation
3035,Production Reed
3035,Asahi Production
3036,Group TAC
3037,Toei Animation
3043,Toei Animation
3044,Tezuka Productions
3051,Toei Animation
3053,Studio Pierrot
3054,Sunrise
3057,J.C.Staff
3059,Studio Pierrot
3060,Studio Pierrot
3064,Magic Bus
3065,Telecom Animation Film
3069,Toei Animation
3072,Toei Animation
3073,A-1 Pictures
3075,Tatsunoko Production
3076,Toei Animation
3077,Shin-Ei Animation
3079,Sunrise
3080,Gainax
3081,Shaft
3085,Daume
3086,feel.
3087,Think Corporation
3088,Production I.G
3089,Production I.G
3091,Production I.G
3092,Studio Deen
3095,J.C.Staff
3098,Sunrise
3099,Sunrise
3101,Production Reed
3110,Nippon Animation
3111,Madhouse
3113,Gonzo
3114,Studio Pierrot
3115,Madhouse
3120,Madhouse
3121,Diomedea
3125,Group TAC
3127,Studio Unicorn
3127,Hiro Media
3129,Studio Zero
3129,Tokyo Movie
3130,Shin-Ei Animation
3131,Tsuchida Productions
3132,Nippon Animation
3135,AIC
3135,Artmic
3137,Nippon Animation
3138,Gonzo
3146,A.C.G.T.
3151,Dongwoo A&E
3152,Madhouse
3153,Tatsunoko Production
3155,Toei Animation
3162,Nippon Animation
3166,Tokyo Kids
3167,Studio Rikka
3174,Nomad
3176,Production Reed
3180,Nippon Animation
3186,Toei Animation
3193,Studio Egg
3194,Telescreen BV
3196,Nippon Animation
3199,Nippon Animation
3213,Toei Animation
3214,J.C.Staff
3219,ufotable
3221,J.C.Staff
3222,Gonzo
3222,Asread
3223,Gonzo
3223,Asread
3225,Asread
3226,SynergySP
3228,Shaft
3229,A.C.G.T.
3230,Gonzo
3231,Artland
3232,Production Reed
3245,Toei Animation
3248,Bones
3251,Toei Animation
3258,Studio Pierrot
3265,Hal Film Maker
3266,J.C.Staff
3268,Sunrise
3270,Production I.G
3271,Nippon Animation
3272,Toei Animation
3273,Toei Animation
3274,Toei Animation
3275,Toei Animation
3276,Toei Animation
3277,Toei Animation
3278,Toei Animation
3279,Toei Animation
3280,Toei Animation
3281,Toei Animation
3285,Toei Animation
3288,Sunrise
3290,Production I.G
3292,J.C.Staff
3295,Tatsunoko Production
3297,Hal Film Maker
3298,Studio Deen
3299,Zexcs
3305,Sunrise
3306,Nippon Animation
3312,Toei Animation
3313,Studio Junio
3315,Sunrise
3317,Nippon Animation
3318,"""Brains Base"""
3320,Studio Pierrot
3322,Zexcs
3323,Arms
3325,Sunrise
3326,Studio Deen
3327,Sunrise
3328,TNK
3332,Toei Animation
3335,Nippon Animation
3342,Xebec
3345,Nippon Animation
3349,Satelight
3352,Gainax
3354,Xebec
3355,Vega Entertainment
3356,Toei Animation
3358,"""Brains Base"""
3359,Studio Deen
3361,Eiken
3361,Studio Live
3362,TMS Entertainment
3363,Production I.G
3366,A-1 Pictures
3369,Toei Animation
3371,Artland
3381,Gainax
3388,Toei Animation
3389,Anpro
3390,Studio Hibari
3391,Studio Pierrot
3394,Studio Pierrot
3398,J.C.Staff
3398,Tatsunoko Production
3399,Tokyo Movie Shinsha
3406,Sunrise
3407,Gonzo
3410,J.C.Staff
3418,Group TAC
3419,Studio Hibari
3420,J.C.Staff
3421,J.C.Staff
3424,Nippon Animation
3425,Nippon Animation
3429,Group TAC
3430,Production I.G
3432,Sunrise
3433,Toei Animation
3434,Nippon Animation
3435,Nippon Animation
3435,Production Reed
3436,Nippon Animation
3437,Sunrise
3438,Nippon Animation
3444,Production Reed
3446,Digital Frontier
3447,Production I.G
3448,Magic Bus
3449,"""Brains Base"""
3455,Xebec
3456,AIC
3457,Studio Deen
3460,Nippon Animation
3461,J.C.Staff
3462,Asahi Production
3464,Hal Film Maker
3466,A.C.G.T.
3467,Diomedea
3468,Studio Deen
3469,Studio Deen
3470,Gonzo
3470,AIC
3482,Toei Animation
3484,Studio Deen
3485,Production I.G
3486,Sunrise
3488,Group TAC
3493,Xebec
3499,Sunrise
3501,Production I.G
3503,Xebec
3505,Sunrise
3506,Studio 4°C
3507,Studio 4°C
3508,Studio 4°C
3509,Magic Bus
3511,Magic Bus
3512,Group TAC
3513,Studio Pierrot
3514,TMS Entertainment
3515,Toei Animation
3522,Nippon Animation
3525,Studio 4°C
3545,Studio Gallop
3546,Tatsunoko Production
3549,Madhouse
3550,Studio Pierrot
3561,Nippon Animation
3568,Sunrise
3570,Studio Ghibli
3571,Tatsunoko Production
3572,Satelight
3573,AIC Spirits
3574,Actas
3576,Sunrise
3577,Nomad
3579,Toei Animation
3588,Bones
3593,Chaos Project
3594,White Fox
3596,Ashi Production
3599,Madhouse
3600,J.C.Staff
3602,Toei Animation
3603,APPP
3604,Shaft
3605,J.C.Staff
3609,Toei Animation
3614,Doga Kobo
3615,Yumeta Company
3616,Madhouse
3618,Shirogumi
3620,Production I.G
3624,Eiken
3625,AIC
3626,Sunrise
3627,feel.
3637,Actas
3637,"""Brains Base"""
3638,Ajia-Do
3641,Arms
3641,Studio Kikan
3642,Shaft
3652,Studio Deen
3653,Gonzo
3655,J.C.Staff
3656,A.C.G.T.
3659,Sunrise
3660,Studio Pierrot
3661,Studio Sign
3665,J.C.Staff
3667,Gonzo
3668,TMS Entertainment
3670,Tatsunoko Production
3670,Studio World
3672,Studio Pierrot
3673,Bones
3673,Telecom Animation Film
3674,Shaft
3675,Toei Animation
3676,Production Reed
3683,Tatsunoko Production
3684,Studio 4°C
3685,Studio 4°C
3686,Studio Pierrot
3691,Tokyo Movie Shinsha
3692,Toei Animation
3701,Madhouse
3702,Studio 4°C
3710,Toei Animation
3712,J.C.Staff
3713,Studio Deen
3727,Shin-Ei Animation
3731,TMS Entertainment
3734,Tokyo Movie Shinsha
3735,Production I.G
3736,J.C.Staff
3736,Production I.G
3737,Kanaban Graphics
3738,Kanaban Graphics
3745,Shin-Ei Animation
3750,Studio Deen
3751,Toei Animation
3752,Toei Animation
3754,Toei Animation
3757,Toei Animation
3758,Toei Animation
3759,TNK
3760,Madhouse
3760,Toei Animation
3761,Nippon Animation
3762,Production Reed
3763,Production Reed
3764,Production Reed
3765,Nippon Animation
3768,Eiken
3769,Eiken
3776,Eiken
3778,Madhouse
3782,ufotable
3783,ufotable
3784,Khara
3785,Khara
3787,Studio Pierrot
3791,Toei Animation
3800,Toei Animation
3801,Toei Animation
3805,Nomad
3807,Tatsunoko Production
3808,Kokusai Eigasha
3809,Tatsunoko Production
3810,Tatsunoko Production
3813,Studio Pierrot
3816,Daume
3820,Studio Ghibli
3821,Studio Ghibli
3822,Nippon Animation
3823,Nippon Animation
3825,Nippon Animation
3827,Nippon Animation
3828,Nippon Animation
3829,Madhouse
3834,Studio Zero
3835,Nippon Animation
3836,Visual 80
3837,Sunrise
3838,Toei Animation
3839,Toei Animation
3841,Madhouse
3842,Toei Animation
3843,Toei Animation
3846,Toei Animation
3847,Toei Animation
3848,Toei Animation
3849,Tatsunoko Production
3854,Planet
3858,Tatsunoko Production
3859,Madhouse
3861,Nippon Animation
3861,Xebec
3863,Madhouse
3866,GEN Productions
3869,Nippon Animation
3870,Toei Animation
3874,Production Reed
3875,Toei Animation
3876,Toei Animation
3878,Toei Animation
3879,DAX Production
3881,Toei Animation
3885,Asahi Production
3887,A-1 Pictures
3889,Madhouse
3900,Daichi Doga
3900,Dongyang Animation
3901,"""Brains Base"""
3905,Toei Animation
3906,Toei Animation
3907,E&G Films
3909,Toei Animation
3913,OLM
3913,Pastel
3915,Tatsunoko Production
3927,Sunrise
3931,A.C.G.T.
3932,Toei Animation
3935,Bones
3936,Tatsunoko Production
3937,Studio Pierrot
3946,Tokyo Movie Shinsha
3948,Xebec
3952,Production I.G
3954,ufotable
3956,J.C.Staff
3958,A-1 Pictures
3958,Ordet
3962,Production I.G
3962,Trans Arts
3963,Sunrise
3964,Sunrise
3965,J.C.Staff
3969,Toei Animation
3972,Studio Gallop
3973,Nippon Animation
3974,A-1 Pictures
3975,Toei Animation
3975,Daewon Media
3989,J.C.Staff
3990,Shochiku Animation Institute
3991,Studio 4°C
4012,Studio 4°C
4013,Tatsunoko Production
4014,Nippon Animation
4015,Studio Comet
4021,Nippon Animation
4021,SynergySP
4021,Shirogumi
4023,Bones
4023,Sanrio
4026,OLM
4028,J.C.Staff
4031,Toei Animation
4033,Actas
4037,Sunrise
4038,SynergySP
4039,The Answer Studio
4049,Planet
4050,TMS Entertainment
4051,Studio Hibari
4053,M.S.C
4054,Daume
4056,Studio Deen
4059,Kyoto Animation
4060,Nippon Animation
4061,Nippon Animation
4062,Eiken
4063,Seven Arcs
4066,Artland
4067,Actas
4068,Actas
4071,Tezuka Productions
4074,Toei Animation
4075,OLM
4080,Studio Deen
4081,"""Brains Base"""
4082,Madhouse
4083,Mushi Production
4085,Group TAC
4086,Nippon Animation
4087,Manglobe
4094,Bee Train
4094,Production I.G
4094,Madhouse
4094,Studio 4°C
4098,Studio 4°C
4101,Studio Comet
4103,Production I.G
4106,Madhouse
4113,Toei Animation
4114,Studio Comet
4119,Sunrise
4124,Toei Animation
4130,Xebec
4130,Kanaban Graphics
4132,Toei Animation
4134,Studio Pierrot
4138,Toei Animation
4151,Production I.G
4154,Tatsunoko Production
4155,Toei Animation
4156,Daume
4158,Studio Ghibli
4162,Studio Deen
4173,J.C.Staff
4177,Bones
4181,Kyoto Animation
4182,Bones
4183,Toei Animation
4186,Zexcs
4188,Shaft
4189,Studio Comet
4189,KeyEast
4189,REALTHING
4191,Production I.G
4192,J.C.Staff
4196,Arms
4197,Studio Pierrot
4198,Toei Animation
4199,Toei Animation
4200,Sunrise
4200,Kino Production
4202,Madhouse
4205,J.C.Staff
4209,Studio Deen
4210,Madhouse
4211,Triangle Staff
4213,Zexcs
4214,Gonzo
4224,J.C.Staff
4232,Sunrise
4240,Toei Animation
4242,Kokusai Eigasha
4246,Bones
4246,Kinema Citrus
4250,Toei Animation
4262,Doga Kobo
4264,Madhouse
4266,Radix
4266,Marine Entertainment
4280,ufotable
4282,ufotable
4306,Studio Ghibli
4312,APPP
4320,TMS Entertainment
4331,Shogakukan Music & Digital Entertainment
4334,Bones
4339,Nippon Animation
4362,Jinnis Animation Studios
4382,Kyoto Animation
4411,Toei Animation
4415,Production I.G
4420,Production I.G
4421,Actas
4427,Toei Animation
4437,Studio Pierrot
4439,Tatsunoko Production
4443,Studio Hibari
4447,TMS Entertainment
4450,Gonzo
4451,J.C.Staff
4459,Studio Gallop
4467,Production I.G
4471,Sunrise
4477,J.C.Staff
4481,Toei Animation
4483,Hal Film Maker
4485,Magic Bus
4486,Toei Animation
4503,Tatsunoko Production
4503,Studio World
4504,Tokyo Movie Shinsha
4508,feel.
4514,Nippon Animation
4515,Nippon Animation
4533,Doga Kobo
4534,Nippon Animation
4535,AIC
4537,Production I.G
4547,Toei Animation
4548,Nomad
4549,Satelight
4550,Nippon Animation
4551,Artland
4554,Studio Pierrot
4563,SynergySP
4565,Gainax
4574,Sunrise
4578,Tatsunoko Production
4581,Gainax
4581,feel.
4584,Nippon Animation
4586,Daume
4591,Studio Pierrot
4596,Sunrise
4598,Tatsunoko Production
4614,Toei Animation
4615,Nippon Animation
4616,Nippon Animation
4618,Madhouse
4639,Studio Pierrot
4640,Studio Pierrot
4650,Sunrise
4651,Toei Animation
4654,J.C.Staff
4657,Gonzo
4663,Production Reed
4664,Studio Gallop
4664,Studio Deen
4672,Production I.G
4680,TMS Entertainment
4684,TMS Entertainment
4685,A-1 Pictures
4688,J.C.Staff
4689,Studio Ghibli
4689,Ajia-Do
4690,Toei Animation
4703,Toei Animation
4705,Gainax
4709,Sunrise
4712,Toei Animation
4713,Asahi Production
4715,J.C.Staff
4719,Arms
4720,Seven Arcs
4722,Hal Film Maker
4723,Nippon Animation
4725,AIC Spirits
4725,Asread
4726,Gonzo
4737,DLE
4742,Studio Deen
4744,TNK
4752,Studio Deen
4756,Studio Deen
4760,Xebec
4765,Artland
4772,Hal Film Maker
4773,Nippon Animation
4782,Nippon Animation
4786,Diomedea
4789,Shaft
4792,OLM
4793,OLM
4794,OLM
4795,OLM
4798,Gonzo
4800,Aubec
4807,Sunrise
4808,Tatsunoko Production
4810,Tatsunoko Production
4811,Daume
4814,Studio Deen
4827,Rikuentai
4835,Studio Pierrot
4851,TMS Entertainment
4854,animate Film
4855,animate Film
4872,Shaft
4874,OLM
4876,Visual 80
4879,Madhouse
4884,Sunrise
4886,Sunrise
4890,Production I.G
4896,Studio Deen
4898,A-1 Pictures
4901,Madhouse
4903,Xebec
4905,Tatsunoko Production
4907,Toei Animation
4910,OLM
4917,Tezuka Productions
4918,Production I.G
4923,Studio Pierrot
4926,Nippon Animation
4927,animate Film
4929,Studio Deen
4935,Toei Animation
4936,Shin-Ei Animation
4938,Production I.G
4948,Toei Animation
4961,Toei Animation
4962,Studio Deen
4970,Gonzo
4975,Madhouse
4981,Madhouse
4981,Tatsunoko Production
4983,Madhouse
4985,Seven Arcs
4991,Toei Animation
4997,Gainax
4999,AIC
5002,Studio Pierrot
5005,AIC A.S.T.A.
5006,Toei Animation
5013,Toei Animation
5014,Nippon Animation
5016,Studio 4°C
5017,Studio 4°C
5018,Studio 4°C
5019,TMS Entertainment
5020,Arms
5022,Tatsunoko Production
5023,Tele-Cartoon Japan
5025,animate Film
5025,Studio Kikan
5027,Madhouse
5028,SynergySP
5029,Xebec
5030,Shaft
5032,Magic Bus
5034,Gainax
5034,feel.
5037,Minami Machi Bugyousho
5039,Madhouse
5040,Madhouse
5041,Satelight
5042,feel.
5045,Madhouse
5051,Gonzo
5052,Nippon Animation
5053,Toei Animation
5060,Studio Deen
5065,Studio 4°C
5070,Production Reed
5071,OLM
5072,Gonzo
5074,A-1 Pictures
5075,Sunrise
5079,Sunrise
5080,AIC Plus+
5081,Shaft
5082,Sunrise
5082,Toei Animation
5084,Madhouse
5088,E&G Films
5096,Shin-Ei Animation
5098,Toei Animation
5112,"""Brains Base"""
5114,Bones
5116,AIC
5118,Kyoto Animation
5132,Ajia-Do
5132,Group TAC
5141,J.C.Staff
5147,Chaos Project
5150,J.C.Staff
5151,Gainax
5151,Magic Bus
5152,Toei Animation
5153,Sunrise
5155,TMS Entertainment
5155,Tezuka Productions
5157,Madhouse
5162,Asread
5163,Sunrise
5168,Production I.G
5177,"""Brains Base"""
5178,Studio 4°C
5184,Toei Animation
5192,Shin-Ei Animation
5196,Hal Film Maker
5199,Gonzo
5200,Ashi Production
