animeID,studio
5203,Toei Animation
5204,ufotable
5205,ufotable
5216,Zexcs
5220,Gonzo
5226,Madhouse
5228,A.C.G.T.
5231,OLM
5233,J.C.Staff
5234,A-1 Pictures
5235,TMS Entertainment
5238,Production I.G
5238,Trans Arts
5244,Hal Film Maker
5246,Studio Pierrot
5251,Toei Animation
5252,Toei Animation
5256,OLM
5258,Madhouse
5262,Satelight
5266,Production Reed
5267,Tokyo Movie Shinsha
5270,Sunrise
5272,Nippon Animation
5274,Toei Animation
5277,Seven Arcs
5278,Magic Bus
5279,Seven Arcs
5287,Tatsunoko Production
5288,Bones
5290,Sunrise
5291,TMS Entertainment
5292,Toei Animation
5293,Tezuka Productions
5296,Toei Animation
5300,"""Brains Base"""
5303,Sunrise
5305,Doga Kobo
5306,ufotable
5307,Sunrise
5308,Pastel
5310,Satelight
5310,8bit
5311,Toei Animation
5322,Gonzo
5322,Production I.G
5332,Production I.G
5333,Arms
5337,TMS Entertainment
5341,"""Brains Base"""
5341,Marvy Jack
5342,Seven Arcs
5343,TMS Entertainment
5344,Tatsunoko Production
5348,TMS Entertainment
5351,Sunrise
5353,Egg
5355,Production I.G
5356,P.A. Works
5365,Oh! Production
5369,Studio 4°C
5372,Sunrise
5375,Magic Bus
5386,Production I.G
5395,Sunrise
5396,Sunrise
5397,Kanaban Graphics
5415,Toei Animation
5419,Shaft
5420,Production I.G
5420,Trans Arts
5440,Sunrise
5447,Madhouse
5449,Sunrise
5454,Nomad
5460,Tokyo Movie Shinsha
5462,Gainax
5473,Toei Animation
5474,Tatsunoko Production
5475,Tatsunoko Production
5477,Actas
5477,TMS Entertainment
5485,Bee Media
5485,Code
5493,Sunrise
5493,Studio Deen
5494,Nippon Animation
5501,AIC A.S.T.A.
5504,Diomedea
5505,AIC Spirits
5505,Digital Frontier
5507,A-1 Pictures
5515,Toei Animation
5520,Studio Comet
5521,J.C.Staff
5525,Studio Deen
5526,OLM
5529,OLM
5530,Xebec
5534,Eiken
5535,Nippon Animation
5538,Studio Pierrot
5539,Gonzo
5549,Studio Kikan
5554,Madhouse
5578,TMS Entertainment
5581,Tatsunoko Production
5583,Marza Animation Planet
5593,David Production
5594,Nippon Animation
5597,Shaft
5600,Nippon Animation
5618,Tokyo Movie Shinsha
5622,Gainax
5628,Shin-Ei Animation
5630,Production I.G
5656,J.C.Staff
5658,Toei Animation
5667,Xebec
5670,AIC Plus+
5671,Gonzo
5671,Picture Magic
5673,J.C.Staff
5675,Satelight
5678,Madhouse
5680,Kyoto Animation
5681,Madhouse
5682,Bee Train
5684,Toei Animation
5688,Toei Animation
5689,Studio Pierrot
5690,J.C.Staff
5702,Kyoto Animation
5710,Sunrise
5713,Asread
5715,Shaft
5717,Yumeta Company
5723,Sunrise
5725,Sunrise
5734,Silver Link.
5751,M.S.C
5753,Toei Animation
5755,Sunrise
5760,Mushi Production
5764,J.C.Staff
5772,TNK
5781,AIC
5781,BeSTACK
5785,Toei Animation
5802,Toei Animation
5809,TMS Entertainment
5819,Toei Animation
5821,A-1 Pictures
5828,Studio Deen
5829,Nippon Animation
5830,Shin-Ei Animation
5832,Toei Animation
5833,Tatsunoko Production
5834,TMS Entertainment
5835,Studio Pierrot
5841,Studio Deen
5844,OLM
5845,OLM
5848,Madhouse
5849,SynergySP
5854,Nippon Animation
5859,Asread
5865,J.C.Staff
5876,Studio Hibari
5876,Grouper Productions
5877,Production I.G
5883,TMS Entertainment
5886,Ashi Production
5891,Toei Animation
5895,Production I.G
5904,Production I.G
5908,Kyoto Animation
5908,Production I.G
5908,Shin-Ei Animation
5909,Studio Deen
5914,feel.
5918,Madhouse
5920,Toei Animation
5925,J.C.Staff
5926,J.C.Staff
5927,Artland
5928,Ripple Film
5929,Mushi Production
5933,Sunrise
5935,Madhouse
5938,Studio Comet
5940,Manglobe
5941,SynergySP
5945,Heewon Entertainment
5947,Gainax
5953,Production Reed
5955,J.C.Staff
5957,Kyoto Animation
5958,AIC A.S.T.A.
5962,Tatsunoko Production
5962,SynergySP
5962,Seven
5967,Toei Animation
5968,Toei Animation
5973,Studio Hibari
5978,A-1 Pictures
5978,Ordet
5983,Kinema Citrus
5984,David Production
5986,TMS Entertainment
5996,Production I.G
5997,Toei Animation
5998,Production I.G
5998,Polygon Pictures
6007,"""Brains Base"""
6007,Marvy Jack
6008,Studio Comet
6023,Diomedea
6024,Madhouse
6028,Toei Animation
6030,Madhouse
6031,J.C.Staff
6032,Satelight
6033,Toei Animation
6045,Production I.G
6046,Production I.G
6050,Shaft
6055,Studio Deen
6060,Magic Bus
6061,AIC
6064,Studio Deen
6065,Xebec
6067,Studio Pierrot
6068,J.C.Staff
6069,Milky Cartoon
6073,Shin-Ei Animation
6074,Shin-Ei Animation
6075,Gainax
6077,Tatsunoko Production
6078,animate Film
6078,Visual 80
6087,Toei Animation
6091,Nippon Animation
6093,Studio Pierrot
6095,Madhouse
6096,Toei Animation
6098,Studio Comet
6107,Studio Pierrot
6112,Doga Kobo
6114,Madhouse
6115,TMS Entertainment
6117,SynergySP
6119,Studio Deen
6127,J.C.Staff
6129,Zexcs
6130,Toei Animation
6137,Madhouse
6149,Nippon Animation
6151,A-1 Pictures
6153,Toei Animation
6154,Toei Animation
6162,Picograph
6163,A-1 Pictures
6164,J.C.Staff
6165,Seven Arcs
6166,AIC Plus+
6169,Kyoto Animation
6171,TMS Entertainment
6172,OLM
6172,P.A. Works
6178,OLM
6181,Toei Animation
6182,Toei Animation
6183,Toei Animation
6187,J.C.Staff
6195,Nippon Animation
6198,TMS Entertainment
6199,Sunrise
6201,GoHands
6202,Nippon Animation
6203,AIC
6205,Nomad
6209,Production Reed
6211,Bones
6211,Kinema Citrus
6213,J.C.Staff
6215,Sunrise
6217,Shin-Ei Animation
6219,Toei Animation
6226,OLM
6229,J.C.Staff
6230,J.C.Staff
6231,TMS Entertainment
6234,P.A. Works
6245,Ajia-Do
6251,Hal Film Maker
6261,Nippon Animation
6262,Madhouse
6266,Toei Animation
6267,Toei Animation
6268,Toei Animation
6270,Toei Video
6271,Toei Animation
6272,Toei Animation
6273,Toei Animation
6275,OLM
6277,Group TAC
6280,Anima
6287,"""Brains Base"""
6288,Sunrise
6291,Kyoto Animation
6299,Studio Deen
6310,Toei Animation
6311,Toei Animation
6312,Studio Deen
6324,Zexcs
6325,Studio Pierrot
6327,Yumeta Company
6330,J.C.Staff
6331,Artmic
6331,animate Film
6336,Sunrise
6344,Gainax
6347,Silver Link.
6351,Kyoto Animation
6355,Toei Animation
6361,Shaft
6368,Zexcs
6372,Production I.G
6374,Tatsunoko Production
6375,Tatsunoko Production
6377,Shaft
6379,Xebec
6380,A-1 Pictures
6381,AIC Spirits
6383,Tama Production
6385,OLM
6390,Gainax
6392,Studio Hibari
6397,Tatsunoko Production
6399,Production I.G
6401,Shaft
6408,Production I.G
6413,Toei Animation
6418,Studio Gallop
6421,Bones
6425,Studio Hibari
6428,Knack Productions
6437,Sunrise
6438,TMS Entertainment
6444,Studio Pierrot
6448,Eiken
6462,Tezuka Productions
6463,Studio Ghibli
6467,Tokyo Movie Shinsha
6472,Group TAC
6479,AIC
6481,Asahi Production
6482,Asahi Production
6489,J.C.Staff
6496,Toei Animation
6500,Hoods Entertainment
6509,Studio Gallop
6511,Production Reed
6512,AIC
6527,Toei Animation
6528,DLE
6533,Studio 4°C
6547,P.A. Works
6548,Gainax
6553,Studio Deen
6554,Studio Gallop
6555,OLM
6557,J.C.Staff
6560,Nippon Animation
6567,Sunrise
6571,Gainax
6572,J.C.Staff
6573,Bones
6574,Gainax
6581,Production I.G
6582,AIC A.S.T.A.
6583,Toei Animation
6586,Studio Pierrot
6586,Studio Hibari
6587,Sunrise
6594,White Fox
6604,Studio Deen
6604,DAX Production
6610,Sunrise
6624,ufotable
6625,Toei Animation
6629,Toei Animation
6630,Toei Animation
6633,Arms
6634,Production I.G
6636,Artmic
6637,Production I.G
6641,A-1 Pictures
6645,Zexcs
6653,Toei Animation
6657,Arms
6658,Kachidoki Studio
6666,Studio 4°C
6667,Studio 4°C
6670,WAO World
6672,Toei Animation
6674,TMS Entertainment
6675,Madhouse
6676,Seven Arcs
6682,Doga Kobo
6684,Toei Animation
6693,Tatsunoko Production
6701,Eiken
6702,Satelight
6702,A-1 Pictures
6704,Arms
6705,Silver Link.
6707,A-1 Pictures
6709,J.C.Staff
6712,Shaft
6714,Toei Animation
6718,Studio Take Off
6721,Fanworks
6726,Studio Pierrot
6733,Toei Animation
6736,Madhouse
6746,"""Brains Base"""
6747,Shaft
6748,Nomad
6758,David Production
6768,Sunrise
6772,Production I.G
6772,Xebec
6773,J.C.Staff
6774,Toei Animation
6783,Shaft
6787,Studio Blanc
6791,Xebec
6792,Sunrise
6793,A-1 Pictures
6794,Sunrise
6795,Studio 4°C
6798,OLM
6800,Toei Animation
6802,A-1 Pictures
6811,Sunrise
6822,Nippon Animation
6855,Shanghai Animation Film Studio
6862,Kyoto Animation
6864,Production I.G
6867,Bones
6867,Production I.G
6867,Studio 4°C
6867,Toei Animation
6868,Mushi Production
6872,Toei Animation
6875,Madhouse
6877,OLM
6878,Kanaban Graphics
6880,Manglobe
6882,J.C.Staff
6883,Zexcs
6884,"""Brains Base"""
6884,Marvy Jack
6889,Tatsunoko Production
6890,Encourage Films
6895,Studio Deen
6896,Xebec
6899,Madhouse
6900,OLM Digital
6901,Sunrise
6902,Future Planet
6902,Beijing Huihuang Animation Company
6904,Satelight
6909,Tezuka Productions
6918,Madhouse
6919,Madhouse
6920,Madhouse
6922,Studio Deen
6927,Production I.G
6930,Shin-Ei Animation
6932,Indeprox
6941,ufotable
6945,Sunrise
6946,TYO Animations
6947,Robot Communications
6948,Shaft
6951,Studio Gallop
6954,ufotable
6956,A-1 Pictures
6958,Nippon Animation
6959,AIC Plus+
6964,Studio Pierrot
6970,Toei Animation
6971,Toei Animation
6973,A-1 Pictures
6974,A-1 Pictures
6975,Studio Ghibli
6978,Toei Animation
6980,Toei Animation
6981,Studio Deen
6984,Shaft
6985,Group TAC
6987,Hoods Entertainment
6988,Shin-Ei Animation
6989,Tatsunoko Production
6993,Toei Animation
6994,Toei Animation
7004,Toei Animation
7014,Toei Animation
7016,A-1 Pictures
7017,Kyoto Animation
7041,Gonzo
7044,Shaft
7045,Shin-Ei Animation
7048,Sunrise
7054,J.C.Staff
7058,J.C.Staff
7059,Ordet
7060,Sunrise
7062,Shaft
7066,Gainax
7079,AIC
7081,OLM
7082,Satelight
7083,Artland
7088,Artland
7092,Production I.G
7103,Yumeta Company
7106,Tatsunoko Production
7108,Gainax
7113,Sunrise
7122,JCF
7135,Shaft
7148,Xebec
7152,Satelight
7156,Toei Animation
7157,Toei Animation
7158,Toei Animation
7160,Tatsunoko Production
7174,OLM
7175,DLE
7176,GoHands
7193,Madhouse
7211,TMS Entertainment
7222,Satelight
7222,8bit
7245,Toei Animation
7247,Kate Arrow
7248,Gainax
7252,Studio Korumi
7270,Sunrise
7285,Toei Animation
7294,Ajia-Do
7303,TMS Entertainment
7304,TMS Entertainment
7305,TMS Entertainment
7307,Toei Animation
7308,Nippon Animation
7311,Kyoto Animation
7314,Madhouse
7322,Madhouse
7329,TMS Entertainment
7330,TMS Entertainment
7334,TMS Entertainment
7336,Toei Animation
7337,Studio Deen
7338,Bones
7363,Toei Animation
7364,Toei Animation
7366,Production I.G
7367,Studio Pierrot
7374,Nippon Animation
7375,J.C.Staff
7377,Studio Comet
7377,KeyEast
7377,REALTHING
7395,Nippon Animation
7396,Asread
7430,Toei Animation
7435,Toei Animation
7436,Toei Animation
7463,Studio Hibari
7465,Studio Rikka
7468,GoHands
7471,TMS Entertainment
7472,Sunrise
7479,TMS Entertainment
7482,Shaft
7522,Toei Animation
7523,Asahi Production
7523,Shochiku Animation Institute
7540,Gonzo
7549,AIC Plus+
7550,OLM
7551,Tatsunoko Production
7559,Studio Deen
7561,Stingray
7568,Studio Deen
7569,OLM
7578,Toei Animation
7580,Arms
7580,TNK
7588,Manglobe
7590,AIC
7591,Gathering
7592,Studio Deen
7593,feel.
7596,DLE
7597,Panda Factory
7597,Studio PuYUKAI
7598,Production I.G
7601,Sunrise
7610,Toei Animation
7619,Toei Animation
7627,Bridge
7639,Studio Deen
7643,dwarf
7645,Toei Animation
7646,ufotable
7647,Shaft
7651,Madhouse
7654,Bones
7654,Kinema Citrus
7655,SynergySP
7661,Studio Deen
7662,Bee Train
7664,Studio Pierrot
7666,Toei Animation
7667,Toei Animation
7669,Production I.G
7674,J.C.Staff
7691,Asahi Production
7695,OLM
7698,Toei Animation
7705,Studio Deen
7711,Studio Ghibli
7720,A-1 Pictures
7723,Sunrise
7724,Daume
7728,Gonzo
7739,Doga Kobo
7740,Arms
7744,Studio Hibari
7745,SynergySP
7750,Creators Dot Com
7759,Gonzo
7761,Studio Deen
7762,Production I.G
7768,J.C.Staff
7769,J.C.Staff
7770,Actas
7774,Doga Kobo
7775,Shin-Ei Animation
7781,Automatic Flowers Studio
7782,Nomad
7785,Madhouse
7786,Toei Animation
7791,Kyoto Animation
7793,Toei Animation
7805,Silver Link.
7807,Toei Animation
7816,Toei Animation
7817,Hal Film Maker
7817,TYO Animations
7818,Madhouse
7857,Production I.G
7858,AIC A.S.T.A.
7867,Daewon Media
7870,Silver Link.
7875,Xebec
7876,Topcraft
7882,Arms
7897,Studio Hibari
7902,Bones
7904,Production I.G
7915,Bee Media
7915,81 Produce
7953,Sunrise
7953,Telecom Animation Film
7960,Actas
7967,Madhouse
7972,Madhouse
8011,Tatsunoko Production
8017,Sunrise
8022,Studio Pierrot
8023,J.C.Staff
8026,Gonzo
8038,J.C.Staff
8041,Eiken
8042,J.C.Staff
8057,Doga Kobo
8062,Sunrise
8063,Studio Deen
8065,Studio Pierrot
8068,A-1 Pictures
8074,Madhouse
8078,"""Brains Base"""
8079,Studio Pierrot
8086,Zexcs
8097,TMS Entertainment
8098,Xebec
8100,GoHands
8101,Xebec
8108,TMS Entertainment
8109,TMS Entertainment
8115,A-1 Pictures
8123,Eiken
8129,"""Brains Base"""
8130,Tokyo Movie Shinsha
8132,Sunrise
8133,Toei Animation
8134,Sunrise
8139,Tatsunoko Production
8140,Tatsunoko Production
8141,Tatsunoko Production
8142,Sunrise
8142,Ascension
8145,Toei Animation
8146,Toei Animation
8149,Toei Animation
8150,Toei Animation
8152,Toei Animation
8153,Toei Animation
8154,Toei Animation
8155,Toei Animation
8156,Toei Animation
8157,Toei Animation
8158,Toei Animation
8162,Studio Gallop
8171,Toei Animation
8176,Plus Heads
8176,Studio Crocodile
8181,Tezuka Productions
8183,Tatsunoko Production
8183,Eiken
8189,Studio Crocodile
8190,J.C.Staff
8194,Toei Animation
8195,Studio Pierrot
8196,AIC A.S.T.A.
8197,A-1 Pictures
8206,TMS Entertainment
8208,Toei Animation
8211,Shaft
8213,Eiken
8214,Studio Gallop
8215,Studio Gallop
8216,E&G Films
8217,Studio Comet
8220,Radix
8226,Toei Animation
8227,Toei Animation
8228,Toei Animation
8229,Nippon Animation
8230,P.A. Works
8231,GoHands
8233,J.C.Staff
8234,Mushi Production
8235,Mushi Production
8240,Sunrise
8241,Xebec
8243,Toei Animation
8244,Shogakukan Music & Digital Entertainment
8245,SynergySP
8246,Studio Pierrot
8247,Studio Pierrot
8248,Sunrise
8249,Sunrise
8250,Sunrise
8258,Kachidoki Studio
8277,Arms
8287,Sunrise
8302,Xebec
8310,TMS Entertainment
8311,Studio Pierrot
8312,Studio Ghibli
8314,AIC A.S.T.A.
8316,AIC A.S.T.A.
8317,Shaft
8324,Studio World
8336,Xebec
8336,OLM
8337,Production I.G
8345,Nippon Animation
8346,Nippon Animation
8348,Gainax
8353,Toei Animation
8355,DLE
8356,DLE
8357,DLE
8358,Shin-Ei Animation
8361,Shin-Ei Animation
8362,Shin-Ei Animation
8364,Shin-Ei Animation
8367,Shin-Ei Animation
8369,Shin-Ei Animation
8373,Nippon Animation
8375,Nippon Animation
8394,Toei Animation
8407,AIC A.S.T.A.
8408,"""Brains Base"""
8409,Toei Animation
8410,Tatsunoko Production
8410,SynergySP
8422,Studio Deen
8423,A-1 Pictures
8424,Xebec
8425,Bones
8426,AIC Classic
8436,Tatsunoko Production
8438,OLM
8440,Madhouse
8442,J.C.Staff
8443,Studio Pierrot
8449,A-1 Pictures
8450,Animaruya
8451,Madhouse
8456,Arms
8457,Tatsunoko Production
8460,Asread
8465,Artland
8475,Toei Animation
8476,J.C.Staff
8478,Studio Deen
8479,Studio Deen
8481,Production I.G
8487,Studio Pierrot
8490,Toei Animation
8491,Toei Animation
8492,Toei Animation
8493,Toei Animation
8494,Toei Animation
8495,Nippon Animation
8496,animate Film
8500,Madhouse
8500,Toei Animation
8503,Toei Animation
8507,Arms
8507,TNK
8514,Production I.G
8514,Xebec
8516,Silver Link.
8518,Sunrise
8520,Shin-Ei Animation
8521,Shin-Ei Animation
8524,Toei Animation
8525,Manglobe
8526,Studio 4°C
8532,Artland
8536,feel.
8536,Zexcs
8538,SynergySP
8539,Studio Pierrot
8546,Toei Animation
8547,Toei Animation
8548,Toei Animation
8550,Toei Animation
8551,Toei Animation
8553,Tatsunoko Production
8554,Toei Animation
8557,Diomedea
8560,J.C.Staff
8561,Toei Animation
8563,Tatsunoko Production
8584,Toei Animation
8584,Studio World
8598,Mushi Production
8609,TMS Entertainment
8619,Xebec
8624,Toei Animation
8626,OLM
8628,Production I.G
8630,J.C.Staff
8631,Kanaban Graphics
8632,Studio Ghibli
8635,Doga Kobo
8648,Production I.G
8648,Xebec
8664,Production I.G
8666,Actas
8668,TAKI Corporation
8675,GoHands
8676,AIC
8677,Shin-Ei Animation
8678,Shin-Ei Animation
8685,Eiken
8687,Studio Pierrot
8687,Shin-Ei Animation
8707,Toei Animation
8709,OLM
8726,Shaft
8728,Sunrise
8740,Toei Animation
8745,Production I.G
8745,animate Film
8754,Sunrise
8756,Toei Animation
8763,Tokyo Movie Shinsha
8764,Studio Pierrot
8765,Studio Bogey
8765,Public & Basic
8768,Production I.G
8769,AIC Build
8783,Shanghai Animation Film Studio
8786,Tatsunoko Production
8792,Rising Force
8795,Gainax
8799,Tatsunoko Production
8800,A-1 Pictures
8812,J.C.Staff
8815,dwarf
8829,Life Work
8832,Life Work
8839,Sunrise
8840,A-1 Pictures
8841,Studio Deen
8842,Shin-Ei Animation
8848,Shin-Ei Animation
8853,Sunrise
8855,Studio Deen
8857,Kyoto Animation
8861,feel.
8876,Studio Gokumi
8883,J.C.Staff
8888,Sunrise
8889,Tokyo Media Connections
8890,Studio Deen
8891,Studio Deen
8894,Studio Pierrot
8896,Madhouse
8898,Studio Unicorn
8900,Xebec
8908,ufotable
8909,ufotable
8915,Gainax
8917,Satelight
8920,Toei Animation
8921,Tatsunoko Production
8934,Bones
8937,J.C.Staff
8949,TMS Entertainment
8950,Nippon Animation
8952,Toei Animation
8955,Studio 4°C
8957,TMS Entertainment
8958,Shin-Ei Animation
8965,TMS Entertainment
8966,TMS Entertainment
8967,Toei Animation
8972,Studio Pierrot
8985,Madhouse
8986,Madhouse
8995,ufotable
9000,Madhouse
9001,Production I.G
9013,Studio Deen
9013,DAX Production
9014,Primastea
9023,Artland
9028,Studio Pierrot
9032,OLM
9041,8bit
9045,Studio 4°C
9047,J.C.Staff
9053,PPM
9055,Hal Film Maker
9061,Studio Gallop
9062,P.A. Works
9063,J.C.Staff
9065,Studio Deen
9074,Shaft
9077,Toei Animation
9078,Toei Animation
9087,Sunrise
9095,Nippon Animation
9098,Sunrise
9100,Zexcs
9107,OLM
9117,AIC
9120,Studio Pierrot
9120,Pierrot Plus
9121,Bones
9124,A-1 Pictures
9127,SynergySP
9130,TMS Entertainment
9135,Bones
9136,A-1 Pictures
9154,Toei Animation
9159,Tatsunoko Production
9172,Toei Animation
9175,Madhouse
9177,Magic Bus
9181,Xebec
9201,Satelight
9202,TAKI Corporation
9203,Kyoto Animation
9204,Ajia-Do
9212,Studio Pierrot
9220,A-1 Pictures
9221,Sunrise
9228,Toei Animation
9241,Asahi Production
9252,Production I.G
9252,Xebec
9253,White Fox
9260,Shaft
9264,Toei Animation
9288,Toei Animation
9289,P.A. Works
9290,Shirogumi
9314,A-1 Pictures
9314,Ordet
9324,Agent 21
9330,Studio Deen
9331,J.C.Staff
9332,Kinema Citrus
9333,Sunrise
9335,AIC Takarazuka
9337,Actas
9346,Sunrise
9347,feel.
9347,Zexcs
9348,Nippon Animation
9353,Zexcs
9355,Seven Arcs
9362,Arms
9365,Production I.G
9366,J.C.Staff
9367,A.C.G.T.
9371,Nippon Animation
9376,Nippon Animation
9379,Shaft
9387,Sunrise
9388,Sunrise
9389,Sunrise
9390,Sunrise
9391,Sunrise
9392,Toei Animation
9393,Nomad
9396,Bridge
9403,Sunrise
9404,Production I.G
9426,TMS Entertainment
9438,Toei Animation
9441,Studio Pierrot
9445,"""Brains Base"""
9446,TMS Entertainment
9451,TMS Entertainment
9455,Shin-Ei Animation
9465,Production I.G
9465,Xebec
9471,Silver Link.
9479,GoHands
9491,TMS Entertainment
9493,"""Brains Base"""
9494,Xebec
9498,Toei Animation
9506,Asahi Production
9509,Toei Animation
9510,Bridge
9513,Pierrot Plus
9515,Madhouse
9520,Sunrise
9522,Sunrise
9523,ufotable
9525,Studio Hibari
9526,J.C.Staff
9528,Actas
9533,TMS Entertainment
9539,TMS Entertainment
9544,Digital Frontier
9547,Nippon Animation
9548,Nippon Animation
9549,Nippon Animation
9561,Kachidoki Studio
9562,Tatsunoko Production
9563,Shaft
9568,Gonzo
9575,Nippon Animation
9581,Xebec
9587,Zexcs
9591,Sunrise
9591,Bandai Visual
9595,Kamikaze Douga
9598,DLE
9608,ufotable
9617,Kyoto Animation
9618,AIC Plus+
9624,Gathering
9629,Production I.G
9630,Production I.G
9645,Toei Animation
9656,Production I.G
9665,Nippon Animation
9667,Studio 4°C
9673,Studio Pierrot
9675,Manglobe
9689,Studio PuYUKAI
9690,Zexcs
9706,P.A. Works
9708,Sunrise
9712,Shaft
9716,Studio Gallop
9716,Studio Deen
9723,Studio Deen
9724,Production I.G
9724,Xebec
9731,Studio Deen
9734,Kyoto Animation
9735,Sunrise
9736,Diomedea
9737,Production I.G
9741,AIC Plus+
9744,Studio Hibari
9745,Production I.G
9748,Madhouse
9750,Zexcs
9751,AIC
9754,"""Brains Base"""
9756,Shaft
9759,Sunrise
9760,CoMix Wave Films
9773,Toei Animation
9774,Seven
9776,Studio Gokumi
9777,Studio Ghibli
9781,Toei Animation
9782,Sunrise
9789,Madhouse
9790,AIC A.S.T.A.
9793,A-1 Pictures
9793,Bridge
9794,Gathering
9795,Toei Animation
9796,Shin-Ei Animation
9797,DLE
9798,Studio Ghibli
9799,Shin-Ei Animation
9806,Sparkly Key Animation Studio
9810,Sunrise
9811,Nippon Animation
9812,Group TAC
9826,Toei Animation
9834,Studio Pierrot
9834,David Production
9837,Toei Animation
9839,TMS Entertainment
9846,Studio 4°C
9857,Production I.G
9857,Xebec
9862,Production Reed
9862,Asahi Production
9863,Tatsunoko Production
9865,Studio Deen
9875,ufotable
9878,Ajia-Do
9880,Shin-Ei Animation
9883,Studio Pierrot
9884,Studio Zero
9885,Toei Animation
9888,Diomedea
9890,SynergySP
9893,Toei Animation
9905,Eiken
9906,Knack Productions
9907,Sunrise
9911,Gainax
9916,Madhouse
9916,Tokyo Movie Shinsha
9917,Production I.G
9917,Xebec
9917,OLM
9919,A-1 Pictures
9922,Nomad
9925,AIC
9926,Studio Deen
9930,Sunrise
9934,AIC Plus+
9935,SynergySP
9936,AIC
9938,Satelight
9940,P.A. Works
9941,Sunrise
9943,SynergySP
9958,Manglobe
9963,TMS Entertainment
9965,Sunrise
9969,Sunrise
9972,Sunrise
9978,Sunrise
9979,Toei Animation
9981,Sunrise
9982,Satelight
9982,A-1 Pictures
9988,Silver Link.
9989,A-1 Pictures
9996,Bee Train
9999,Toei Animation
10000,Shin-Ei Animation
10005,Palm Studio
10012,Lerche
10014,WAO World
10015,Studio Gallop
10016,Ascension
10017,Toei Animation
10020,AIC Build
10029,Studio Ghibli
10030,J.C.Staff
10033,Toei Animation
10036,Production I.G
10039,Production I.G
10040,Shin-Ei Animation
10045,Artland
10045,Nippon Animation
10049,Studio Deen
10050,Satelight
10056,TMS Entertainment
10057,TMS Entertainment
10058,TMS Entertainment
10059,TMS Entertainment
10060,TMS Entertainment
10061,TMS Entertainment
10067,P.A. Works
10073,Hoods Entertainment
10074,Toei Animation
10075,Studio Pierrot
10076,Nomad
10079,Doga Kobo
10080,Manglobe
10083,Daume
10087,ufotable
10090,Production I.G
10092,Production I.G
10092,Xebec
10098,Madhouse
10104,Production I.G
10108,AIC Build
10109,Xebec
10110,feel.
10114,Ajia-Do
10116,Shin-Ei Animation
10118,Toei Animation
10119,GoHands
10152,Production I.G
10153,Seven Arcs
10155,Seven Arcs
10156,Sunrise
10161,Bones
10162,Production I.G
10163,Tatsunoko Production
10165,Kyoto Animation
10172,A.C.G.T.
10178,Bones
10178,Production Reed
10180,J.C.Staff
10187,Xebec
10189,Studio Pierrot
10191,Shaft
10196,Studio Comet
10197,Gonzo
10199,Madhouse
10200,Toei Animation
10201,A-1 Pictures
10203,Toei Animation
10207,Toei Animation
10209,Studio Deen
10213,Lerche
10216,Production I.G
10217,J.C.Staff
10218,Studio 4°C
10219,Zexcs
10224,Toei Animation
10224,Studio Nue
10232,TYO Animations
10244,Shin-Ei Animation
10249,J.C.Staff
10250,Shin-Ei Animation
10257,Tatsunoko Production
10258,WAO World
10258,MooGoo
10259,B&T
10260,Kinema Citrus
10263,TMS Entertainment
10270,ACC Production
10271,Madhouse
10278,A-1 Pictures
10294,Bones
10297,Doga Kobo
10298,J.C.Staff
10301,Xebec
10302,OLM
10306,Zexcs
10308,TMS Entertainment
10313,Studio Pierrot
10321,A-1 Pictures
10324,Gathering
10330,TMS Entertainment
10334,Studio Gallop
10334,Studio Deen
10335,J.C.Staff
10336,Gonzo
10338,DLE
10342,Mushi Production
10346,Toei Animation
10348,Jinnis Animation Studios
10349,Digital Media Lab
10350,Studio Deen
10357,AIC A.S.T.A.
10359,Studio Comet
10360,Studio Pierrot
10361,Satelight
10370,SynergySP
10372,"""Brains Base"""
10378,Diomedea
10379,"""Brains Base"""
10384,ChuChu
10389,Production I.G
10390,Kinema Citrus
10391,"""Brains Base"""
10396,David Production
10397,Manglobe
10405,Production I.G
10406,Studio PuYUKAI
10408,"""Brains Base"""
10417,ufotable
10418,Manglobe
10431,Silver Link.
10435,Magic Bus
10444,Toei Animation
10445,Madhouse
10447,Satelight
10447,8bit
10456,Sunrise
10459,DLE
10460,J.C.Staff
10464,AIC
10465,Hoods Entertainment
10469,Shaft
10470,ufotable
10471,Nippon Animation
10477,DLE
10479,Studio Pierrot
10479,Pierrot Plus
10481,animate Film
10483,Production I.G
10490,Production I.G
10491,Studio Deen
10495,Doga Kobo
10497,Studio Deen
10500,Telecom Animation Film
10501,P.A. Works
10502,Production I.G
10504,Bones
10506,Kachidoki Studio
10507,OLM
10509,Madhouse
10511,P.A. Works
10513,Kanaban Graphics
10520,Tatsunoko Production
10521,A-1 Pictures
10525,SynergySP
10531,TMS Entertainment
10532,A-1 Pictures
10534,Shin-Ei Animation
10536,Production I.G
10539,DLE
10540,DLE
10541,DLE
10545,AIC
10547,Nomad
10549,Toei Animation
10554,Nippon Animation
10562,Toei Animation
10563,Nippon Animation
10568,J.C.Staff
10572,Barnum Studio
10572,Project No.9
10572,Studio Blanc
10573,Production I.G
10578,Silver Link.
10581,Sunrise
10582,Diomedea
10588,AIC A.S.T.A.
10589,Studio Pierrot
10592,Sunrise
10595,Nomad
10604,J.C.Staff
10607,Studio Pierrot
10611,AIC
10611,Remic
10620,Asread
10622,Gainax
10624,GoHands
